product_id,product_name,aisle_id,department_id,suggested_products,suggested_pro_aisle_id,suggested_prod_dept,suggested_prod_id
605,natural liquid laundry detergent blue eucalyptus and lavender,75,17,"ultra power plus laundry detergent loads,he turbo powder original laundry detergent,free clear natural laundry detergent for sensitive skin, in laundry detergent","[75, 75, 75, 75]","[17, 17, 17, 17]","[443, 727, 204, 924]"
606,salted caramel ice cream,37,1,"salted caramel lean protein fiber bar,french vanilla ice cream,frozen desserts fit salted caramel,ice cream cookies cream","[3, 37, 37, 37]","[19, 1, 1, 1]","[25, 276, 502, 431]"
607,goober strawberry,88,13,"toaster pops strawberry,zero strawberry lemon,yogurt strawberry pomegranate,strawberry pomegranate","[52, 115, 120, 3]","[1, 7, 16, 19]","[381, 659, 132, 983]"
608,sparkling lemon seltzer water,115,7,"sparkling raspberry lemonade water beverage,sparkling blueberry,kiwi strawberry sparkling water,sparkling raspberry seltzer","[115, 77, 115, 115]","[7, 7, 7, 7]","[334, 456, 223, 44]"
609,clarified lime juice,17,13,"all natural apple juice,key lime moisture shave,key lime soda,lime sherbet","[98, 55, 77, 37]","[7, 11, 7, 1]","[82, 957, 257, 344]"
610,mac cheezy ravioli for kids,38,1,"mix up flamin hot cheezy mix flavored snack mix,vegan shells creamy sauce mac cheese macaroni cheese organic,wild chanterelle mushroom ravioli,three cheese ravioli","[107, 4, 12, 12]","[19, 9, 9, 9]","[422, 671, 165, 642]"
611,uncured hard salami,96,20,"pear hard cider,sliced kosher salami,uncured turkey bologna,premium deli hard salami","[27, 96, 100, 96]","[5, 20, 21, 20]","[966, 374, 110, 757]"
612,rice extra long grain enriched,63,9,"organic enriched unbleached white flour,extra strength berry,bread healthy whole grain,whole grain linguine pasta","[17, 64, 112, 131]","[13, 7, 3, 9]","[300, 345, 101, 418]"
613,infinity always infinity size super pads with wings unscented ct feminine care,126,11,"super dry beer,super enzymes,super plus cardboard applicator unscented tampons,ultra thin super long with wings pads","[27, 47, 126, 126]","[5, 11, 11, 11]","[379, 390, 411, 654]"
614,plain dairy free probiotic drinkable cashewgurt,100,21,"pomegranate coconut sparkling probiotic drink organic,infant s blend probiotic,plain greek goat yogurt,plain fat free yogurt","[31, 70, 120, 120]","[7, 11, 16, 16]","[858, 113, 484, 953]"
615,supreme pretzel crackers,107,19,"original minis pretzel chips,creamy supreme buttercream frosting,unsalted pretzel round,pretzel thins parmesan herb crackers","[107, 97, 107, 78]","[19, 13, 19, 19]","[678, 887, 532, 585]"
616,silken tofu,14,20,"probiotics high potency capsules,sunset blush, up,tofu gluten free garlic pepper","[47, 6, 77, 14]","[11, 2, 7, 20]","[88, 676, 530, 904]"
617,organic mozzarella,21,16,"organic roasted garlic vinaigrette dressing organic, natural string cheese mozzarella cheese,precious mozzarella cheese,string cheese mozzarella","[89, 21, 21, 108]","[13, 16, 16, 16]","[962, 505, 307, 217]"
618,apple sparkling juice beverage,98,7,"organic pasteurized apple juice,premium apple juice,sparkling orange juice prickly pear beverage,all natural apple juice","[98, 98, 115, 98]","[7, 7, 7, 7]","[792, 935, 10, 82]"
619,spanish peanuts,117,19,"apricots,breadstick,whole wheat loaves,riesling mosel ","[18, 112, 112, 62]","[10, 3, 3, 5]","[1000, 780, 666, 551]"
620,norwegian salmon oil omega s epa dha dietary supplement soft gels mg,47,11,"single herbs ginkgo leaf dietary supplement,vitamin c mg tropical drink mix dietary supplement,fiber g gummy dietary supplement,ultimate omega mg lemon soft gels","[47, 47, 70, 47]","[11, 11, 11, 11]","[170, 366, 462, 367]"
621, fat free cream of chicken soup,69,15,"traditional chicken tuscany soup,ice cream cookies cream,greek calories vanilla fat free yogurt,plain fat free yogurt","[69, 37, 120, 120]","[15, 1, 16, 16]","[718, 431, 894, 953]"
622,fudge brownies with english walnuts,61,19,"no sugar added the original fudge pops,chocolate fudge layer cake,halves pieces walnuts,english muffins","[37, 119, 17, 93]","[1, 1, 13, 3]","[758, 12, 168, 116]"
623,fun size snacks,45,19,"island fruits fruit snacks,sprinklez confetti fun organic toppings,snack size candy,original bite size candies natural artificial flavors fun size","[50, 97, 45, 45]","[19, 13, 19, 19]","[256, 96, 630, 409]"
624,chub chorizo,100,21,"butter flavor pan popcorn,flat floss antiplaque naturally waxed spearmint,ground turkey chub,chub mackerel","[23, 20, 34, 95]","[19, 11, 1, 15]","[771, 401, 118, 476]"
625,chicken breast nuggets dinosaur shaped,34,1,"in gravy with carrots peas corn mashed potatoes meatloaf nuggets,for chicken marinade,premium deli oven roasted turkey breast,breaded chicken breast tenders","[92, 5, 96, 34]","[18, 13, 20, 1]","[524, 807, 62, 383]"
626,organic hearty garden vegetable soup,69,15,"light savory beef barley vegetable soup,organic elmo vegetable soup,organic southwestern vegetable soup,vegetable hearty garden soup","[69, 69, 69, 100]","[15, 15, 15, 21]","[114, 684, 644, 690]"
627,low fat honey graham crackers,61,19,"honey mustard,honey cinnamon nut thins crackers,low sodium turkey,honey maid graham cracker crumbs","[72, 125, 49, 17]","[13, 19, 12, 13]","[254, 996, 231, 513]"
628,fresh oj,98,7,"garlic herb fresh goat cheese,fresh scent dishwasher detergent with dawn,artihearts fresh grilled artichokes,fresh scent dishwasher cleaner","[21, 74, 123, 74]","[16, 17, 4, 17]","[421, 186, 863, 14]"
629,probiotics women wiser vegetarian capsules,70,11,"vegetarian brown gravy mix,refried beans vegetarian,vitamin d i u vegetable capsules,probiotics high potency capsules","[5, 30, 47, 47]","[13, 6, 11, 11]","[711, 766, 805, 88]"
630,snack size candy,45,19,"fun size snacks,candy original,snack bags,triple chocolate snack size","[45, 45, 87, 45]","[19, 19, 17, 19]","[623, 303, 274, 227]"
631,original puffcorn,107,19,"special k original cereal,classic original hummus,candy original,original turkey","[121, 67, 45, 96]","[14, 20, 19, 20]","[588, 544, 303, 176]"
632,satin care sensitive skin shave gel,55,11,"hydro silk women s sensitive skin refill blades,free clear natural laundry detergent for sensitive skin, roses floral toner for sensitive skin,sensitive shave gel with aloe","[55, 75, 109, 55]","[11, 17, 11, 11]","[754, 204, 547, 949]"
633,coconut milk creamer barista style original,91,16,"candy original,original turkey,coconut yogurt,almond breeze unsweetened almond coconut milk blend","[45, 96, 120, 91]","[19, 20, 16, 16]","[303, 176, 920, 738]"
634,organic california blend,116,1,"pinot grigio california ,pink moscato california,cabernet sauvignon california,california merlot","[62, 6, 28, 28]","[5, 2, 5, 5]","[249, 713, 598, 837]"
635,little bites snickerdoodle muffins,61,19,"classics earl grey tea, up,nutter butter cookie bites go pak,english muffins","[94, 77, 61, 93]","[7, 7, 19, 3]","[87, 530, 78, 116]"
636,red raspberry jam,88,13,"red roses,raspberry fig bars,sparkling raspberry seltzer,peanut butter strawberry jam sandwich","[87, 3, 115, 38]","[17, 19, 7, 1]","[573, 332, 44, 100]"
637,multigrain peanut butter cereal,121,14,"peanut butter strawberry jam sandwich,peanut butter chocolate chip bar,peanut butter bars,peanut butter cereal","[38, 3, 3, 121]","[1, 19, 19, 14]","[100, 883, 985, 34]"
638,won ton wrappers,66,6,"freezer safe pint jars wide mouth,lamb rib chops, bamboo skewers,polska kielbasa","[85, 122, 10, 106]","[17, 12, 17, 12]","[514, 194, 578, 844]"
639,green berry rush juice drink,98,7,"extra strength berry,rio berry,organic super berry juice,fruit punch juice drink","[64, 64, 31, 98]","[7, 7, 7, 7]","[345, 266, 802, 945]"
640,spicy tomato basil pasta sauce,9,9,"tomato paste with basil oregano garlic flavor,sugo rosa pasta sauce,organic roasted garlic pasta sauce,high fiber tomato basil soup","[81, 9, 9, 69]","[15, 9, 9, 15]","[534, 699, 244, 104]"
641,cheddar cheese curds,21,16,"sharp cheddar,naturally aged cheddar cheese block hot habanero,skim milk sharp cheddar cheese singles,extra sharp cheddar cheese","[21, 21, 21, 21]","[16, 16, 16, 16]","[121, 477, 755, 169]"
642,three cheese ravioli,12,9," natural string cheese mozzarella cheese,mac cheezy ravioli for kids,wild chanterelle mushroom ravioli,cheese creations four cheese cheese sauce","[21, 38, 12, 9]","[16, 1, 9, 9]","[505, 610, 165, 341]"
643,kidney beans dark premium,30,6,"premium sliced bacon,premium apple juice,garbanzo beans,dark red kidney beans","[106, 98, 59, 59]","[12, 7, 15, 15]","[907, 935, 790, 429]"
644,organic southwestern vegetable soup,69,15,"light savory beef barley vegetable soup,organic hearty garden vegetable soup,organic elmo vegetable soup,organic southwestern burrito","[69, 69, 69, 38]","[15, 15, 15, 1]","[114, 626, 684, 261]"
645,prenatal one tablets,47,11,"cold cough formula effervescent tablets citrus,biotin super strength mcg tablets,vitamin c formula mg vegetarian tablets,kind prenatal once daily","[11, 47, 47, 47]","[11, 11, 11, 11]","[914, 656, 715, 91]"
646,organic fruit punch,98,7,"just fruit salad,organic fiber fruit blend, juice no sugar added fruit punch,fruit punch juice drink","[50, 116, 98, 98]","[19, 1, 7, 7]","[870, 767, 289, 945]"
647,melanie medleys vegetable cream cheese,53,16," natural string cheese mozzarella cheese,whipping cream,cheese creations four cheese cheese sauce,ice cream cookies cream","[21, 53, 9, 37]","[16, 16, 9, 1]","[505, 469, 341, 431]"
648,elbow macaroni,131,9,"vegan shells creamy sauce mac cheese macaroni cheese organic,deluxe white cheddar bacon macaroni cheese dinner,deluxe sauce made with milk cheese macaroni cheese dinner,spongebob shapes macaroni cheese dinner","[4, 4, 4, 4]","[9, 9, 9, 9]","[671, 772, 326, 592]"
649,classic coke,77,7,"organic classic caraway kraut,classic butter microwave popcorn,no wax floss classic ,classic original hummus","[110, 23, 20, 67]","[13, 19, 11, 20]","[800, 764, 867, 544]"
650,pop n hot vegan broccoli poppers,50,19,"hot tomatillo salsa,healthy pop butter popcorn,cinnamon pop ettes,multigrain pop cakes","[51, 23, 61, 107]","[13, 19, 19, 19]","[112, 56, 733, 512]"
651,organic salted butter,36,16,"frozen desserts fit salted caramel,organic raw almond butter,salted caramel ice cream,almonds roasted and salted","[37, 88, 37, 117]","[1, 13, 1, 19]","[502, 558, 606, 590]"
652,garden strawberry fruit spread,88,13,"vegetable hearty garden soup,almond spread dark chocolate,hi chew strawberry fruit,wild blueberry all natural fruit spread","[100, 88, 66, 88]","[21, 13, 6, 13]","[690, 451, 548, 149]"
653,flax oat bran whole wheat flour tortillas,128,3,"whole wheat spanakopita,whole wheat tortillas,fajita flour tortillas, whole wheat flour burrito tortillas","[129, 128, 128, 128]","[1, 3, 3, 3]","[360, 58, 705, 737]"
654,ultra thin super long with wings pads,126,11,"super dry beer,ultra thin pastrami,super enzymes,infinity always infinity size super pads with wings unscented ct feminine care","[27, 96, 47, 126]","[5, 20, 11, 11]","[379, 403, 390, 613]"
655,fettucine paglia fieno enriched egg pasta,131,9,"rice extra long grain enriched,organic enriched unbleached white flour,linguine pasta,linguine no pasta","[63, 17, 131, 131]","[9, 13, 9, 9]","[612, 300, 424, 972]"
656,biotin super strength mcg tablets,47,11,"super enzymes,prenatal one tablets,biotin mcg maximum strength,biotin mcg","[47, 47, 47, 47]","[11, 11, 11, 11]","[390, 645, 301, 42]"
657,nutrition bar raw organic pineapple almond raw protein,3,19,"vanilla almond protein bar,organic raw coconut aminos,chocolate mint cookie crunch nutrition bar,organic raw almond butter","[3, 72, 3, 88]","[19, 13, 19, 13]","[406, 742, 205, 558]"
658,keebler sandies cashew oz,61,19,"tai pei oz sweet sour chkn,designer oz paper cups,vanilla almond cashew almondmilk cashewmilk blend, oz cold cups","[38, 111, 91, 111]","[1, 17, 16, 17]","[271, 496, 208, 415]"
659,zero strawberry lemon,115,7,"goober strawberry,mouthwash clean mint listerine zero ,strawberry pomegranate,organic strawberry lemon ade","[88, 20, 3, 31]","[13, 11, 19, 7]","[607, 716, 983, 399]"
660,foldit flatbreads artisan rosemary olive oil,128,3,"artisan ciabatta,town house sea salt olive oil flatbread crisps,imported italian solid light tuna in pure olive oil,organic red wine olive oil dressing organic","[58, 78, 95, 89]","[1, 19, 15, 13]","[155, 683, 259, 65]"
661,sweet lemon rain dance bar,48,14,"red sweet mini pepper,zero strawberry lemon,organic lemon gingersnap,lemon verbena bar soap","[100, 115, 61, 25]","[21, 7, 19, 11]","[991, 659, 331, 835]"
662,ultra concentrated antibacterial hand soap lemon scent dishwashing liquid,74,17,"foaming hand soap kid watermelon,furniture polish lemon scent,ultra antibacterial dish liquid,antibacterial pomegranate tangerine hand soap with moisturizer","[114, 114, 100, 127]","[17, 17, 21, 11]","[224, 706, 38, 689]"
663,pico de gallo,67,20,"riesling mosel ,school glue washable no run,spanish peanuts,whole wheat spanakopita","[62, 87, 117, 129]","[5, 17, 19, 1]","[551, 48, 619, 360]"
664,cream style corn,81,15,"vanilla cream soda,whipping cream,ice cream cookies cream,veggie style mini corn dogs","[77, 53, 37, 42]","[7, 16, 1, 1]","[230, 469, 431, 325]"
665,imitation crabmeat,15,12,"apricots,polska kielbasa,spanish peanuts,whole wheat spanakopita","[18, 106, 117, 129]","[10, 12, 19, 1]","[1000, 844, 619, 360]"
666,whole wheat loaves,112,3,"organic whole wheat elbows,organic whole wheat rigatoni,whole wheat spanakopita,whole wheat tortillas","[131, 131, 129, 128]","[9, 9, 1, 3]","[283, 774, 360, 58]"
667,automatic dish packs lemon verbena scent,75,17,"automatic toilet bowl cleaner bleach blue rain clean scent pack,ultra antibacterial dish liquid,furniture polish lemon scent,lemon verbena bar soap","[114, 100, 114, 25]","[17, 21, 17, 11]","[865, 38, 706, 835]"
668,chicken liver paté canned cat food,41,8,"complete health deboned chicken chicken meal and rice cat food,cat food premium adult cat formula,chicken brown rice formula cat food,sliced chicken entree cat food","[41, 41, 41, 41]","[8, 8, 8, 8]","[342, 848, 597, 442]"
669,the santa cruz burrito,38,1,"vegan santa fe style flour tortilla rolled tacos,fava crisps santa barbara ranch, whole wheat flour burrito tortillas,organic southwestern burrito","[42, 107, 128, 38]","[1, 19, 3, 1]","[178, 900, 737, 261]"
670,coconut drink vanilla,91,16,"very vanilla soymilk,gluten free organic cereal coconut maple vanilla,pomegranate coconut sparkling probiotic drink organic,coconut yogurt","[91, 130, 31, 120]","[16, 14, 7, 16]","[137, 211, 858, 920]"
671,vegan shells creamy sauce mac cheese macaroni cheese organic,4,9,"deluxe white cheddar bacon macaroni cheese dinner,spongebob shapes macaroni cheese dinner,cheese creations four cheese cheese sauce,deluxe sauce made with milk cheese macaroni cheese dinner","[4, 4, 9, 4]","[9, 9, 9, 9]","[772, 592, 341, 326]"
672,double berry cheesecake,37,1,"waffles red berry,extra strength berry,strawberry cheesecake nonfat yogurt,rio berry","[121, 64, 100, 64]","[14, 7, 21, 7]","[252, 345, 437, 266]"
673,chicken base,69,15,"chicken nugget meal,complete health deboned chicken chicken meal and rice cat food,white chicken chili,for chicken marinade","[38, 41, 59, 5]","[1, 8, 15, 13]","[185, 342, 448, 807]"
674,sponge blossoms,114,17," up,econet recycled bath sponge,euro sponge cloths,sponge mop","[77, 109, 114, 114]","[7, 11, 17, 17]","[530, 229, 828, 268]"
675,thin cakes puffed multigrain,78,19,"multigrain spaghetti style pasta,crackers puffed corn quinoa sesame,multigrain peanut butter cereal,multigrain pop cakes","[131, 78, 121, 107]","[9, 19, 14, 19]","[375, 310, 637, 512]"
676,sunset blush,6,2,"ceylon cinnamon,hearts assortment,silken tofu,sparkling blush grape juice","[104, 45, 14, 77]","[13, 19, 20, 7]","[725, 833, 616, 167]"
677,peach aloe vera drink,98,7,"sensitive shave gel with aloe,peach mango juice,cucumber witch hazel with aloe vera,pomegranate cranberry aloe vera enrich drink","[55, 31, 109, 98]","[11, 7, 11, 7]","[949, 11, 984, 20]"
678,original minis pretzel chips,107,19,"unsalted pretzel round,supreme pretzel crackers,minis candy bars,minis original saltine crackers","[107, 107, 45, 78]","[19, 19, 19, 19]","[532, 615, 207, 294]"
679,awesome strength paper towels,54,17,"biotin mcg maximum strength,everyday mega pack paper plates,designer oz paper cups,extra strength berry","[47, 111, 111, 64]","[11, 17, 17, 7]","[301, 428, 496, 345]"
680,acne dote clean n treat towellettes,109,11,"clean freak refreshing dry shampoo,clean day countertop spray,vanishing acne treatment cream,good clean gentle acne wash","[22, 114, 73, 109]","[11, 17, 11, 11]","[888, 751, 174, 525]"
681,whole wheat mini toasts,78,19,"organic whole wheat rigatoni,whole wheat loaves,whole wheat spanakopita,whole wheat tortillas","[131, 112, 129, 128]","[9, 3, 1, 3]","[774, 666, 360, 58]"
